Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad 
0,34,1.69,77.56,1,1,3,1.8,0,0,2,0,0.39,0,0,2,3
1,17,1.79,95.28,1,1,2,3,0,0,3,0,1.07,0.652,0,0,3
1,33,1.71,83.02,1,1,2,2.8,0,0,2.99,0,2.15,0,0,2,3
1,33,1.73,84.75,1,1,2.63,2.63,0,0,2.25,0,2.69,0.846,0,2,3
0,36,1.7,83,1,1,2,1,0,0,2,0,1.47,0,0,2,3
0,20,1.63,74.43,1,0,2.52,1.03,0,0,2.4,0,2.36,0.44,0,0,3
0,19,1.55,72.47,1,0,3,3.01,0,0,2,0,2,1,0,0,3
1,34,1.84,92.7,1,1,2,2.27,0,0,2.63,0,1,0.076,0,2,3
1,23,1.71,82.01,1,1,2.78,2.12,0,0,2.98,0,2.16,0.204,0,0,3
1,20,1.7,78.79,1,0,1.65,3,0,0,2,0,1.73,1,0,0,3
1,19,1.71,78.07,1,0,1.96,3,0,0,2,0,1.66,1,0,0,3
1,30,1.84,93.8,1,1,2.13,2.9,0,0,1.75,0,1.73,1,0,0,3
1,27,1.88,99.62,1,1,2.68,1,0,0,1.06,0,1.52,0.084,0,0,3
1,21,1.73,82.85,1,1,2.27,2.69,0,0,2,0,2.22,0.649,0,0,3
1,33,1.73,84.32,1,1,2,3,0,0,2.21,0,1.29,0,0,2,3
1,18,1.75,86.96,1,0,3,3,0,0,2,0,1.27,0.155,0,0,3
1,31,1.78,88.43,1,1,2,1.18,0,0,1.79,0,0.89,0.276,0,0,3
1,33,1.85,97.92,1,1,2,3,0,0,1.12,0,1,0.664,0,0,3
1,25,1.79,88.04,1,1,1.31,2.28,0,0,2,0,0,0.74,0,0,3
1,24,1.72,86.32,1,1,2,2.68,0,0,2.69,0,0,0.688,0,0,3
0,20,1.53,68.85,1,0,2.26,3.53,0,0,1.17,0,0.68,1,0,0,3
0,34,1.66,80.39,1,1,2,3,0,0,2.64,0,0.29,1.503,0,2,3
0,34,1.67,77.21,1,1,2.69,1.84,0,0,1.72,0,0.67,0.707,0,2,3
1,23,1.73,82.48,1,1,2.71,2.85,0,0,1.53,0,1,0.174,0,0,3
0,43,1.73,86.95,1,1,2.35,2.34,0,0,1.83,0,0.71,0,0,2,3
0,45,1.68,79.67,1,1,2.6,3,0,0,1,0,0,0,0,2,3
1,22,1.79,89.8,1,1,1.72,1.63,0,0,2,0,0,0.306,0,0,3
1,21,1.72,80,1,1,2,3,0,0,2,0,2.72,1.27,0,0,3
1,31,1.92,101.54,1,1,2,1.01,0,0,2,0,1,0,0,0,3
1,31,1.71,82.59,1,1,2.8,3.25,0,0,1.37,0,0.02,0,0,2,3
1,22,1.66,80,1,1,2,3,0,0,2,0,2.94,1.692,0,0,3
0,31,1.54,65.91,1,0,2.03,2.95,0,0,1.98,0,0.99,0.334,0,0,3
1,35,1.81,90.14,1,1,2,1.81,0,0,2.17,0,0.34,0.02,0,2,3
0,21,1.52,67.08,1,0,2.49,3,0,0,1.85,0,0.95,1.445,0,0,3
1,19,1.74,87.28,1,1,2.44,3,0,0,2.83,0,3,0,0,0,3
0,20,1.53,65.14,1,0,2,3,0,0,1.21,0,1.92,1.229,0,0,3
1,23,1.8,89.98,1,1,1.34,1.95,0,0,2,0,0,0.976,0,0,3
0,23,1.68,80.04,1,1,2,2.98,0,0,1.96,0,0.19,1.732,0,0,3
1,24,1.71,85.74,1,1,2,2.99,0,0,2.75,0,0,0.8,0,0,3
0,24,1.66,80,1,1,2,3,0,0,2.14,0,0,0.125,0,0,3
1,29,1.75,88.1,1,1,2,1.89,0,0,2,0,0,0,0,0,3
1,25,1.74,83.34,1,1,2.61,3,0,0,2,0,0.45,0.631,0,0,3
0,29,1.7,78,1,1,3,3,0,0,1.51,0,1.82,1,1,2,3
1,17,1.7,83.41,1,0,2.06,2.58,0,0,1.91,0,1,0.962,0,0,3
0,19,1.63,77.86,1,0,2.7,3,0,0,2.47,0,1.86,1,0,0,3
1,24,1.86,95.89,1,1,1.12,2.45,0,0,2,0,0.93,1.971,0,0,3
1,23,1.77,90,1,1,2.12,3,0,0,1,0,0,1.067,0,0,3
0,29,1.7,78,1,1,3,3,0,0,2.15,0,1.42,1,1,2,3
1,34,1.72,84.42,1,1,2.03,3,0,0,2.8,0,1.98,0.419,0,2,3
0,28,1.66,78,1,1,2.94,1.53,0,0,1.93,0,0.53,0.372,1,2,3
1,55,1.66,80.99,1,1,2,3,0,0,2,0,1,0,0,2,3
1,35,1.71,84.72,1,1,2.88,3,0,0,3,0,2,0.832,0,2,3
1,21,1.68,80.38,1,1,2,2.96,0,0,2,0,1.66,1.115,0,0,3
0,38,1.68,77.22,1,1,2.44,3,0,0,1.03,0,0,0,0,2,3
1,22,1.72,81.93,1,1,2,1.15,0,0,1.72,0,1.39,1.095,0,0,3
0,21,1.49,60.12,1,0,2,1.1,0,0,1,0,0,0.969,0,0,3
0,25,1.5,64.34,1,0,2,1,0,0,1.64,0,0.07,0,0,0,3
1,23,1.72,81.67,1,1,2,1.73,0,0,1.4,0,0.89,1.012,0,0,3
0,39,1.69,79.28,1,1,3,3,0,0,2.99,0,0,0,0,2,3
0,34,1.67,77.1,1,1,2.98,1.35,0,0,1.87,0,0.7,0.879,0,2,3
1,33,1.84,97.03,1,1,2,1.98,0,0,3,0,1,0,0,2,3
0,20,1.65,75.09,1,0,2.77,2.44,0,0,2.71,0,0.7,0.827,0,0,3
1,19,1.7,78,1,0,1.1,2.49,0,0,2.45,0,0,0.726,0,0,3
1,46,1.72,88.6,1,1,2.13,3,0,0,1.57,0,0.87,0,0,2,3
1,18,1.73,84.06,1,0,2.02,2.84,0,0,2.83,0,1,0.609,0,0,3
1,19,1.7,79.68,1,0,2.74,2.16,0,0,1.09,0,0.11,0.004,0,0,3
0,38,1.7,78.64,1,1,3,3,0,0,2.5,0,0,0,0,2,3
1,23,1.82,96.95,1,1,1.59,2.6,0,0,2.47,0,1.74,1.887,0,0,3
1,33,1.71,83,1,1,2,1.17,0,0,2.41,0,2.3,0,0,2,3
0,37,1.67,80.99,1,1,2.01,2.78,0,0,1.65,0,0,0.791,0,2,3
0,19,1.59,73.94,1,0,3,3.36,0,0,2,0,2.89,1,0,0,3
1,37,1.84,92.37,1,1,2,1.67,0,0,2.77,0,1,0.027,0,2,3
1,25,1.71,83.52,1,1,2.69,2.71,0,0,2.28,0,0.97,0.829,0,0,3
1,18,1.68,79.75,1,1,2.41,2.52,0,0,1.99,0,0.01,0.965,0,0,3
1,27,1.84,97.59,1,1,2.92,1.34,0,0,1.94,0,1.93,1,0,0,3
1,18,1.74,86.57,1,1,3,3,0,0,2,0,2.04,0.86,0,0,3
1,33,1.74,84.77,1,1,2,3,0,0,2.04,0,1.21,0,0,2,3
1,18,1.76,86.08,1,1,2.88,3,0,0,2.45,0,1,0.747,0,0,3
1,30,1.81,92.86,1,1,2,3,0,0,1.62,0,0.03,0.106,0,0,3
1,25,1.76,88.53,1,1,1.97,1.08,0,0,2,0,0,0.464,0,0,3
0,18,1.54,71.8,1,0,3,3.09,0,0,2,0,1.4,1,0,0,3
0,35,1.65,79.44,1,1,2.16,2.91,0,0,1.22,0,0.5,1.796,0,2,3
1,24,1.73,84.56,1,1,2.99,3,0,0,2.41,0,0.46,0.688,0,0,3
0,39,1.71,85.72,1,1,2.94,1.47,0,0,2.44,0,0.68,0.779,0,2,3
1,21,1.78,89.67,1,1,1.78,1.47,0,0,2,0,0.47,0.569,0,0,3
1,23,1.76,89.67,1,1,2.16,2.98,0,0,2.17,0,0.75,0,0,0,3
1,21,1.7,80,1,1,2,3,0,0,2,0,2.85,1.413,0,0,3
1,21,1.72,80.01,1,1,2,2.78,0,0,2,0,2.54,1.207,0,0,3
1,33,1.9,99.81,1,1,2,1.86,0,0,2.2,0,1,0,0,2,3
1,33,1.74,83.39,1,1,2.25,3.05,0,0,1.92,0,0.41,0,0,2,3
1,30,1.75,83.31,1,1,2.01,3.17,0,0,1.84,0,0.89,0.396,0,2,3
1,21,1.72,80,1,1,2,3,0,0,2,0,2.27,1.343,0,0,3
0,23,1.65,80,1,1,2,3,0,0,2,0,0.15,2,0,0,3
0,24,1.58,65.29,1,0,2.03,2.74,0,0,2,0,1.28,1.019,0,0,3
1,37,1.75,83.28,1,1,2.75,1.06,0,0,2.27,0,0.89,0.673,0,2,3
1,34,1.84,91.8,1,1,2,3,0,0,1.26,0,0.94,0.998,0,2,3
0,21,1.52,64.7,1,0,2.12,1.67,0,0,2,0,1.58,1.313,0,0,3
0,22,1.48,62.89,1,0,2,1.68,0,0,1.83,0,0.28,0.576,0,0,3
1,20,1.76,87.86,1,1,2.33,3,0,0,3,0,2.41,0.442,0,0,3
0,19,1.56,70.44,1,0,2.75,3.07,0,0,1.96,0,1.15,1,0,0,3
0,21,1.55,67.47,1,0,2.3,3,0,0,1.16,0,1.93,1.12,0,0,3
1,22,1.79,90,1,1,1.9,2.61,0,0,1.2,0,0,1.895,0,0,3
1,22,1.78,89.84,1,1,1.98,1.6,0,0,2,0,0.17,0.819,0,0,3
0,23,1.7,80.47,1,1,2,2.82,0,0,1.62,0,0.46,1.463,0,0,3
1,23,1.67,80.94,1,1,2,2.4,0,0,1.4,0,0.79,1.544,0,0,3
1,24,1.7,84.85,1,1,2,3,0,0,2.06,0,0,1,0,0,3
1,24,1.72,83.99,1,1,2.41,2.84,0,0,1.98,0,0.87,0.089,0,0,3
0,27,1.7,78.01,1,1,2.73,3,0,0,3,0,0.9,0.908,1,0,3
1,31,1.8,91.05,1,1,2,3,0,0,1.2,0,0.05,0.163,0,0,3
0,24,1.7,80.42,1,1,2,3,0,0,2.39,0,0.93,1.344,0,0,3
0,26,1.7,78.04,1,1,2.78,3,0,0,2.17,0,0.86,0.84,1,2,3
1,18,1.71,83.29,1,1,2.01,2.72,0,0,1.66,0,1,0.605,0,0,3
1,19,1.66,77.47,1,0,2.01,1.4,0,0,3,0,0.11,0.328,0,0,3
1,25,1.84,95.95,1,1,1.12,2.87,0,0,2,0,1.29,1.944,0,0,3
1,23,1.81,91.36,1,1,1.96,1.84,0,0,1.86,0,0,1.668,0,0,3
1,24,1.71,85.14,1,1,2.32,2.88,0,0,2.15,0,0.33,0.954,0,0,3
1,23,1.79,89.91,1,1,1.9,2.38,0,0,1.4,0,0,1.366,0,0,3
0,24,1.7,81.11,1,1,2.04,2.98,0,0,1.52,0,0.5,1.029,0,0,3
1,34,1.69,84.45,1,1,2.13,2.69,0,0,2.61,0,1.17,0.291,0,2,3
0,25,1.69,78.43,1,1,2.18,2.83,0,0,2.46,0,0.04,0.524,1,0,3
1,55,1.67,80.4,1,1,2,3,0,0,2,0,1,0,0,2,3
1,35,1.77,85,1,1,2.8,3,0,0,2.98,0,1.97,0.937,0,2,3
1,22,1.65,80,1,1,2,3,0,0,2,0,0.53,2,0,0,3
1,18,1.66,79.86,1,0,2.49,2.27,0,0,1.99,0,1.45,0.865,0,0,3
0,42,1.68,79.85,1,1,2.73,3,0,0,1.3,0,0,1.103,0,2,3
1,21,1.69,80.31,1,1,2,2.65,0,0,2,0,2.63,1.359,0,0,3
0,28,1.51,63.89,1,0,2,1,0,0,1.28,0,0.02,0,0,0,3
0,25,1.51,63.72,1,0,2,1.19,0,0,1.85,0,0.55,0.236,0,0,3
0,22,1.49,62.27,1,0,2,1.48,0,0,2,0,0.32,0.517,0,0,3
0,21,1.51,64.85,1,0,2.29,3.21,0,0,2,0,1.1,1.261,0,0,3
1,23,1.69,81.02,1,1,2,2.76,0,0,1.61,0,0.43,1.75,0,0,3
1,23,1.72,82.34,1,1,2.32,2.66,0,0,1.57,0,0.95,0.545,0,0,3
0,38,1.7,78.16,1,1,3,3,0,0,2.17,0,0,0,0,2,3
0,38,1.68,79.08,1,1,2.8,3,0,0,1.74,0,0,0.721,0,2,3
0,34,1.68,77.39,1,1,2.8,1.97,0,0,1.92,0,0.94,0.705,0,2,3
0,34,1.65,79.7,1,1,2.09,1.82,0,0,2.09,0,0.31,1.041,0,2,3
1,32,1.84,98.26,1,1,2.33,1.82,0,0,2.56,0,1.33,0.481,0,2,3
1,33,1.84,97.42,1,1,2,1.72,0,0,3,0,1,0,0,2,3
0,19,1.56,71.79,1,0,3,3.13,0,0,2,0,1.63,1,0,0,3
0,20,1.59,72.71,1,0,3,3.86,0,0,2,0,1.32,1,0,0,3
1,20,1.7,78.05,1,0,1.65,2.75,0,0,2.19,0,1.47,0.519,0,0,3
1,48,1.74,84.73,1,1,2.54,3,0,0,1.15,0,0.31,0,0,2,3
1,18,1.74,85,1,0,2,3,0,0,2.98,0,1,0.122,0,0,3
1,18,1.75,85,1,1,2.77,3,0,0,2.85,0,1,0.427,0,0,3
1,20,1.72,80.79,1,1,2.22,2.12,0,0,1.81,0,1.91,0.972,0,0,3
0,34,1.68,77.43,1,1,3,2.05,0,0,2,0,1.64,0.107,0,2,3
1,17,1.8,95.42,1,1,2,3,0,0,3,0,1.05,0.934,0,0,3
1,33,1.71,83.01,1,1,2,1.04,0,0,2.01,0,2.81,0,0,2,3
1,35,1.75,84.78,1,1,2.63,2.98,0,0,2.78,0,2.67,0.905,0,2,3
1,36,1.69,83.33,1,1,2,1.01,0,0,2.14,0,1.06,0,0,2,3
0,19,1.6,73.51,1,0,2.94,2.67,0,0,2.18,0,1.52,0.805,0,0,3
0,19,1.55,72.95,1,0,3,3,0,0,2,0,2.27,1,0,0,3
1,32,1.83,91.5,1,1,2,2.7,0,0,2.04,0,0.6,0.017,0,2,3
1,23,1.71,82.09,1,1,2.72,2.6,0,0,2.91,0,1.6,0.177,0,0,3
1,20,1.68,79.62,1,0,1.84,3,0,0,2,0,1.19,1.213,0,0,3
1,20,1.71,78.03,1,0,1.94,2.84,0,0,2.16,0,1.48,0.647,0,0,3
1,30,1.84,93.61,1,1,2.05,2.95,0,0,1.31,0,1.44,0.934,0,0,3
1,27,1.83,99.08,1,1,2.76,1,0,0,1.34,0,1.9,0.487,0,0,3
1,21,1.72,82.28,1,1,2.09,1.87,0,0,2,0,2.08,0.88,0,0,3
1,33,1.69,83.99,1,1,2,2.47,0,0,2.45,0,0.93,0,0,2,3
1,18,1.75,86.37,1,1,2.91,3,0,0,2.74,0,1.22,0.038,0,0,3
1,32,1.76,87.91,1,1,2,1.8,0,0,1.86,0,1.08,0.219,0,0,3
1,32,1.85,98.91,1,1,2.4,2.62,0,0,2.54,0,1.03,0.606,0,2,3
1,24,1.79,89.39,1,1,1.52,2.17,0,0,2,0,0,0.632,0,0,3
1,24,1.72,85.26,1,1,2,2.68,0,0,2.08,0,0.63,0.994,0,0,3
0,19,1.55,69.94,1,0,2.5,3.39,0,0,1.34,0,0.93,1,0,0,3
0,35,1.66,80.14,1,1,2,3,0,0,1.99,0,0.04,1.529,0,2,3
0,34,1.68,77.36,1,1,2.77,2.14,0,0,1.87,0,0.97,0.692,0,2,3
1,24,1.73,82.53,1,1,2.74,2.94,0,0,1.99,0,1,0.024,0,0,3
1,40,1.72,86.46,1,1,2.33,1.31,0,0,1.95,0,0.6,0,0,2,3
0,46,1.69,80.41,1,1,2.08,3,0,0,1.03,0,0.65,0,0,2,3
1,26,1.77,105,1,1,3,3,0,0,2.05,0,1.73,1.62,0,0,4
1,26,1.84,105.71,1,1,3,3,0,0,2.51,0,2,1.565,0,0,4
1,31,1.78,102.87,1,1,2.27,3,0,0,1.77,0,2,0.414,0,2,4
1,40,1.79,101.78,1,1,2.33,2.11,0,0,2.5,0,3,1,0,2,4
0,31,1.56,78.23,1,1,2.14,2.09,0,0,1.51,0,0,0,0,0,4
0,26,1.59,80.35,1,1,2,1,0,0,2,0,0,0,0,0,4
0,44,1.57,81.83,1,1,2.91,1,0,0,2,0,1.31,0,0,2,4
0,42,1.58,81.94,1,1,2.49,2.97,0,0,1.85,0,0,0,0,2,4
0,23,1.62,82,1,1,1.06,1,0,0,2,0,0,1.482,0,0,4
0,23,1.61,82.6,1,1,2.7,1,0,0,2.6,0,0.29,2,0,0,4
1,24,1.73,97.91,1,1,2,3,0,0,2.84,0,1.31,1.339,0,0,4
1,21,1.65,88.47,1,1,2.43,1,0,0,3,0,1.17,1,0,0,4
0,23,1.65,87.27,1,1,2.88,1.29,0,0,2.78,0,0.43,1,0,0,4
0,23,1.64,84.34,1,1,2.18,3,0,0,2.72,0,2.23,0.071,0,0,4
0,37,1.56,77.27,1,1,2,3,0,0,1.63,0,0,0,0,2,4
1,23,1.73,95,1,1,2,3,0,0,2.29,0,2.67,1.238,0,0,4
1,23,1.78,97.81,1,1,2,3,0,0,3,0,3,2,0,0,4
0,22,1.64,87.34,1,1,3,1,0,0,3,0,1.28,1.778,0,0,4
0,18,1.65,82.14,1,1,3,3,0,0,1,0,1.03,1.35,0,0,4
1,26,1.75,108,1,1,3,3,0,0,1.78,0,1.76,0,0,2,4
0,41,1.55,77.75,1,1,2,3,0,0,1.41,0,0,0,0,2,4
1,23,1.71,90.5,1,1,2,3,0,0,1.53,0,0.97,1,0,0,4
0,38,1.56,80,1,1,2.85,1.14,0,0,1.46,0,1.72,0,0,2,4
1,31,1.67,90,1,1,2.19,2.03,0,0,2.35,0,1.95,0,0,2,4
1,23,1.66,94.19,1,1,2,3,0,0,2,0,0,0.106,0,0,4
1,40,1.79,98.45,1,1,2,3,0,0,2.68,0,1.55,0.522,0,2,4
1,23,1.76,95.36,1,1,2,3,0,0,3,0,3,2,0,0,4
1,22,1.71,98.7,1,1,2,2.98,0,0,2.21,0,2.7,2,0,0,4
1,35,1.78,100.85,1,1,2.07,1.48,0,0,3,0,2.05,0.093,1,2,4
0,22,1.6,82.04,1,1,1.36,2.57,0,0,2.17,0,2.23,1.281,0,0,4
0,23,1.61,82.53,1,1,2.1,2.88,0,0,2.43,0,1.89,0,0,0,4
0,23,1.67,83.15,1,1,2.93,1.46,0,0,2.78,0,0.35,1.707,0,0,4
0,41,1.54,80,1,1,2,1.11,0,0,1.37,0,1.63,0,0,2,4
0,39,1.51,79.59,1,1,2,3,0,0,1,0,0,0,0,2,4
1,26,1.66,90,1,1,2,3,0,0,3,0,0.67,0.505,0,2,4
0,24,1.55,78,1,1,2,1,0,0,2,0,0.83,0,0,0,4
1,21,1.78,102.91,1,1,2,3,0,0,1.69,0,1.46,0,0,0,4
1,22,1.75,96.94,1,1,2,3,0,0,2.77,0,2.36,1.206,0,0,4
0,23,1.62,80.62,1,1,2,1,0,0,2,0,0.03,0,0,0,4
1,21,1.79,105.66,1,1,2,3,0,0,1.16,0,0,0.527,0,0,4
1,18,1.85,114.77,1,1,2,1.85,0,0,2.16,0,1,2,0,0,4
0,18,1.69,90.03,1,1,2.5,3,0,0,1.85,0,1.07,0.732,0,0,4
0,18,1.71,93.35,1,1,1.71,3,0,0,1,0,0.9,1,0,0,4
1,23,1.79,105.14,1,1,2.26,3,0,0,2.03,0,0.32,0.509,0,0,4
1,23,1.75,106.49,1,1,2.74,3,0,0,2.08,0,0.65,0.769,0,0,4
1,21,1.78,103.19,1,1,2,3,0,0,1.61,0,0.48,0,0,0,4
1,22,1.82,106.04,1,1,2,3,0,0,2.72,0,0,0.622,0,0,4
1,18,1.79,108.96,1,1,2,1.09,0,0,2.28,0,1,1.61,0,0,4
1,18,1.82,108.74,1,1,2,1.26,0,0,2.5,0,1,1.442,0,0,4
0,19,1.63,82,1,1,1.08,2.87,0,0,1.12,0,0,1.617,0,0,4
0,23,1.63,82,1,1,2.59,1.48,0,0,1.91,0,0,0.129,0,0,4
1,22,1.77,105,1,1,2.25,3,0,0,2.96,0,1,0,0,0,4
1,21,1.93,118.56,1,1,2,3,0,0,3,0,0.73,1,0,0,4
1,22,1.95,116.89,1,1,2,3,0,0,3,0,0.98,1,0,0,4
0,38,1.61,80,1,1,2.04,1.82,0,0,1.93,0,1.85,0,0,2,4
0,38,1.51,75.41,1,1,2,2.58,0,0,1.54,0,1.88,0,0,2,4
1,18,1.74,97.19,1,1,2,3,0,0,2,0,0,0.233,0,0,4
0,38,1.57,76.13,1,1,2,3,0,0,2.1,0,0,0,0,2,4
0,44,1.59,76.13,1,1,2,3,0,0,2.09,0,0,0,0,2,4
1,18,1.82,108.4,1,1,2,2.16,0,0,2.09,0,1,0.677,0,0,4
1,18,1.79,108.24,1,1,2,2.14,0,0,2.94,0,1,0.103,0,0,4
1,30,1.83,108.75,1,1,2,2.88,0,0,2.36,0,0.88,1.817,0,2,4
0,18,1.67,86.24,1,1,2.61,3,0,0,1.96,0,1.19,0,0,0,4
1,25,1.64,91.27,1,1,1.04,3,0,0,1,0,0.34,0.329,0,2,4
1,29,1.68,89.99,1,1,1.85,3,0,0,2.11,0,0.39,0,0,2,4
0,18,1.61,84.49,1,1,2,3,0,0,1.05,0,1,0,0,0,4
1,21,1.69,96.37,1,1,2,2.96,0,0,2,0,0,1.595,0,0,4
1,19,1.7,99.2,1,1,2,2.12,0,0,2,0,0,1.883,0,0,4
0,18,1.6,82.25,1,1,2.5,3,0,0,1.22,0,0.25,0.537,0,0,4
1,18,1.8,104.74,1,1,2,3,0,0,3,0,1.78,0,0,0,4
1,26,1.84,105.03,1,1,3,3,0,0,2.93,0,2,1.759,0,0,4
1,26,1.81,106.04,1,1,3,3,0,0,2.86,0,1.81,0.68,0,0,4
1,37,1.79,100.62,1,1,2.03,2.99,0,0,2.85,0,2,0.36,1,2,4
1,38,1.79,100.07,1,1,2.01,2.05,0,0,2.18,0,2,0.854,1,2,4
0,30,1.53,78.03,1,1,2.03,1.92,0,0,1.8,0,0,0,0,0,4
0,29,1.58,79.71,1,1,2,1,0,0,2,0,0.01,0,0,0,4
0,42,1.65,86.64,1,1,2.82,2.27,0,0,1.72,0,0,0,0,2,4
0,47,1.64,81.98,1,1,2.04,1.42,0,0,1.83,0,0,0,0,2,4
0,23,1.63,82.41,1,1,1.85,1.32,0,0,2.14,0,0.25,1.728,0,0,4
0,23,1.6,82,1,1,1.01,1,0,0,2,0,0,0.586,0,0,4
1,23,1.65,94.79,1,1,2,3,0,0,1.49,0,0.65,1,0,0,4
1,23,1.7,95,1,1,2,3,0,0,2.02,0,1.81,1.067,0,0,4
1,23,1.65,89.14,1,1,2.1,2.96,0,0,3,0,0.63,1,0,0,4
1,24,1.66,90,1,1,2,3,0,0,3,0,0.6,0.969,0,0,4
0,23,1.63,82.63,1,1,2.06,2.93,0,0,2.24,0,0.38,0.003,0,0,4
0,23,1.63,84.5,1,1,2.06,2.96,0,0,2.01,0,0.85,0.631,0,0,4
0,38,1.56,79.66,1,1,2,3,0,0,1.27,0,0,0,0,2,4
0,38,1.56,80,1,1,2.53,1.27,0,0,1.89,0,1.3,0,0,2,4
1,23,1.75,95.32,1,1,2,3,0,0,3,0,3,2,0,0,4
1,23,1.75,95.27,1,1,2,3,0,0,3,0,3,2,0,0,4
0,21,1.65,88.13,1,1,2.46,1,0,0,3,0,1.36,1,0,0,4
0,23,1.65,87.68,1,1,2.98,1.07,0,0,2.85,0,1.1,1,0,0,4
0,16,1.65,85.58,1,1,2.95,3,0,0,1,0,2.09,1.061,0,0,4
0,17,1.63,85.8,1,1,2.06,3,0,0,1.23,0,2.39,1.256,0,0,4
1,29,1.77,108.6,1,1,3,3,0,0,1.16,0,1.87,1.605,0,2,4
1,30,1.76,108.72,1,1,3,3,0,0,1.27,0,1.94,0,0,2,4
0,44,1.6,77.35,1,1,2,3,0,0,2.12,0,0,0,0,2,4
0,41,1.57,79.49,1,1,2,3,0,0,2.95,0,0,0,0,2,4
1,23,1.7,93.64,1,1,2,3,0,0,1.75,0,0.46,0.335,0,0,4
1,23,1.74,93.43,1,1,2,3,0,0,1.25,0,0.97,1,0,0,4
0,38,1.63,80,1,1,2.45,2.95,0,0,1.34,0,0.18,0,0,2,4
0,38,1.62,80,1,1,2.97,3,0,0,1.64,0,0,0,0,2,4
1,32,1.67,90,1,1,2.47,1.85,0,0,2.1,0,1.99,0,0,2,4
1,32,1.68,89.99,1,1,2.93,2.12,0,0,2.04,0,0.58,0,0,2,4
1,22,1.7,95.56,1,1,2,2.97,0,0,2,0,0,0.169,0,0,4
1,22,1.72,94.09,1,1,2,2.97,0,0,2,0,0,1.282,0,0,4
1,36,1.67,90.58,1,1,2.9,1.51,0,0,2.45,0,1.45,0,0,2,4
1,40,1.79,98.02,1,1,2.04,2.21,0,0,2.79,0,1.26,0.67,0,2,4
1,24,1.77,97.45,1,1,2,3,0,0,2.97,0,2.49,1.366,0,0,4
1,23,1.76,97.83,1,1,2,3,0,0,2.99,0,2.43,1.978,0,0,4
1,35,1.78,102.27,1,1,2.79,1.11,0,0,3,0,2.71,0.572,0,2,4
1,31,1.81,105.25,1,1,2.4,2.04,0,0,2.66,0,1.06,1.771,0,2,4
0,23,1.61,82.95,1,1,2.15,2.99,0,0,2.77,0,2.09,0,0,0,4
0,23,1.63,83.1,1,1,2.98,1.63,0,0,2.84,0,1.09,0.89,0,0,4
0,23,1.63,82.97,1,1,2.27,1,0,0,2.27,0,0.95,1.731,0,0,4
0,22,1.61,82.47,1,1,1.56,1,0,0,2.37,0,0.29,2,0,0,4
0,41,1.57,81.06,1,1,2.15,2.98,0,0,1.51,0,0,0,0,2,4
0,41,1.55,80,1,1,2,3,0,0,1.33,0,0,0,0,2,4
1,29,1.68,90,1,1,2.09,2.64,0,0,2.77,0,1.25,0,0,2,4
1,31,1.69,90,1,1,2.18,2.73,0,0,2.78,0,1.45,0,0,2,4
0,23,1.58,78,1,1,2,1,0,0,2,0,0.88,0,0,0,4
0,24,1.59,79.11,1,1,2,1,0,0,2,0,0.85,0,0,0,4
1,17,1.71,99.86,1,1,2,3,0,0,2,0,0.07,0.894,0,0,4
1,18,1.72,99.43,1,1,2,3,0,0,2,0,1.58,0.84,0,0,4
0,23,1.62,82,1,1,1.83,1,0,0,2,0,0,0.459,0,0,4
0,23,1.62,82,1,1,1.75,1,0,0,2,0,0,0.302,0,0,4
1,19,1.86,112.88,1,1,2,2.43,0,0,2.57,0,1,2,0,0,4
1,21,1.86,118.18,1,1,2,3,0,0,3,0,0.79,1.22,0,0,4
0,19,1.68,90.67,1,1,1.52,3,0,0,1.38,0,0.13,1,0,0,4
0,21,1.72,92.95,1,1,1.16,3,0,0,1.16,0,0,0.321,0,0,4
1,23,1.8,106.53,1,1,2.12,3,0,0,2.42,0,0.3,0.57,0,0,4
1,22,1.82,106.05,1,1,2,3,0,0,2.75,0,0,0.809,0,0,4
1,21,1.79,105.04,1,1,2.26,3,0,0,1.03,0,0.27,0.078,0,0,4
1,22,1.78,105,1,1,2.04,3,0,0,2.36,0,0.35,0,0,0,4
1,18,1.78,109.21,1,1,2,1.87,0,0,2.44,0,1,0.802,0,0,4
1,18,1.84,109.2,1,1,2,1.55,0,0,2.19,0,1,1.677,0,0,4
0,19,1.63,82,1,1,2.84,2.94,0,0,1,0,0,1.554,0,0,4
0,18,1.65,82.32,1,1,2.86,3,0,0,1.88,0,0.63,0.186,0,0,4
1,22,1.75,105,1,1,2.87,3,0,0,2.63,0,1,0,0,0,4
1,22,1.76,105,1,1,2.28,3,0,0,2.1,0,1,0,0,0,4
1,20,1.94,121.66,1,1,2,3,0,0,3,0,1,1.015,0,0,4
1,20,1.98,120.7,1,1,2,3,0,0,3,0,0.77,1,0,0,4
0,39,1.59,80,1,1,2.02,1.24,0,0,1.93,0,1.97,0,0,2,4
0,38,1.6,80,1,1,2.02,1.17,0,0,1.97,0,1.9,0,0,2,4
1,19,1.7,98.3,1,1,2,2.39,0,0,2,0,0,1.12,0,0,4
1,17,1.71,99.54,1,1,2,3,0,0,2,0,1.73,0.049,0,0,4
0,39,1.53,75.15,1,1,2,3,0,0,1.08,0,0,0,0,2,4
